target_id,component_1,component_2,actual_risk_class,predicted_risk_class
validation_s6110_c07,6.314179434878605,0.16595258849823166,SAFE,SAFE
validation_s6110_c08,-2.5943638053615516,-4.137544421817361,UNSAFE,UNSAFE
validation_s6110_c09,-3.617749724495982,-3.258663554621431,UNSAFE,UNSAFE
validation_s6110_c10,2.915394450929558,-1.142775881982936,SAFE,SAFE
validation_s6110_c11,3.8530060527368777,0.49024166432302996,SAFE,SAFE
validation_s6111_c00,0.6779550742142465,-0.3102988577360441,UNSAFE,CAUTION
validation_s6111_c01,2.176153749098082,-1.8422158261334338,SAFE,SAFE
validation_s6111_c02,3.1586040471460164,0.6375602382667899,SAFE,SAFE
validation_s6111_c03,-2.0149800573339816,-3.3497280701708814,UNSAFE,UNSAFE
validation_s6111_c04,-4.081368395263153,-3.5457215311001864,UNSAFE,UNSAFE
validation_s6111_c05,4.846843725625385,-0.3136452403770444,SAFE,SAFE
validation_s6111_c06,-7.1312218287930955,-0.7855175928370295,UNSAFE,UNSAFE
validation_s6111_c07,-4.129678381065637,2.0102100531426514,SAFE,SAFE
validation_s6111_c08,3.1662170421000053,1.113628107550184,SAFE,SAFE
validation_s6111_c09,3.9116630351050006,2.2289581797625617,SAFE,SAFE
validation_s6111_c10,-0.2828933337578347,1.7026863924056819,SAFE,SAFE
validation_s6111_c11,-0.46987361402475125,0.7279491216787216,SAFE,SAFE
validation_s6112_c00,2.3447879043655475,2.2836866523118355,SAFE,SAFE
validation_s6112_c01,3.6055508774300393,1.766226478981031,SAFE,SAFE
validation_s6112_c02,2.360446023123741,2.3470433395562584,SAFE,SAFE
validation_s6112_c03,-3.104838942802793,3.402066126669347,SAFE,SAFE
validation_s6112_c04,0.8716357044953174,1.1181415720287289,SAFE,SAFE
validation_s6112_c05,-1.1375864089040655,-2.0367045002773327,UNSAFE,UNSAFE
validation_s6112_c06,-1.4666157321083926,-2.1730071794831964,CAUTION,CAUTION
validation_s6112_c07,2.3097307199511707,-2.3505317651139643,SAFE,SAFE
validation_s6112_c08,4.077261806752209,0.7976164009733644,SAFE,SAFE
validation_s6112_c09,-1.7049198892876338,4.581652240113529,SAFE,UNSAFE
validation_s6112_c10,-2.5637778615862516,-4.9984102159913695,UNSAFE,UNSAFE
validation_s6112_c11,-1.0844449337579234,-3.493908424133371,SAFE,CAUTION
validation_s6113_c00,3.7200567080778906,2.2010119987520436,SAFE,SAFE
validation_s6113_c01,1.0997882816726043,1.876696753260592,SAFE,SAFE
validation_s6113_c02,-1.075033731346932,-3.8240558331834205,CAUTION,CAUTION
validation_s6113_c03,3.3855325018546822,2.5381831505059984,SAFE,CAUTION
validation_s6113_c04,4.125624624047679,0.9206463467798796,SAFE,SAFE
validation_s6113_c05,-2.5699553942387574,-2.081956476547469,UNSAFE,UNSAFE
validation_s6113_c06,0.5234057947455167,-2.850610089558226,SAFE,SAFE
validation_s6113_c07,-0.03644683329866891,0.5144663797279911,SAFE,SAFE
validation_s6113_c08,-5.56466652230496,-2.8535308421230168,UNSAFE,UNSAFE
validation_s6113_c09,-1.5193317809096625,2.9855006476939754,SAFE,SAFE
validation_s6113_c10,-1.5911040129630911,-4.728193483813437,UNSAFE,UNSAFE
validation_s6113_c11,3.833304701628166,-1.0043288603268257,SAFE,SAFE
validation_s6114_c00,2.278440727825376,-1.3840157337039436,SAFE,SAFE
validation_s6114_c01,2.916626718449,1.209992972449421,SAFE,SAFE
validation_s6114_c02,-4.3735216546488065,2.4825429703016497,SAFE,SAFE
validation_s6114_c03,-6.269598945782547,2.7876979731700575,UNSAFE,CAUTION
validation_s6114_c04,-1.0154897160619394,-4.179030899229481,CAUTION,UNSAFE
validation_s6114_c05,6.0649980307070805,-0.1418780491763367,SAFE,SAFE
validation_s6114_c06,-7.021498366270104,6.709095088131739,CAUTION,UNSAFE
validation_s6114_c07,3.7841332950382176,0.753883223776663,SAFE,SAFE
validation_s6114_c08,0.8592679019097689,0.4582798037625409,SAFE,SAFE
validation_s6114_c09,5.923536435601367,0.5820986042018499,SAFE,SAFE
validation_s6114_c10,0.07624528144730856,-2.430094034887536,UNSAFE,UNSAFE
validation_s6114_c11,-3.6882808950210255,-2.3620704901084353,UNSAFE,UNSAFE
validation_s6115_c00,2.862136857965165,-2.2603457077902678,SAFE,SAFE
validation_s6115_c01,0.7618572774902189,2.2995795946882915,SAFE,SAFE
validation_s6115_c02,-1.445976069037653,3.0499254819468016,SAFE,SAFE
validation_s6115_c03,2.582026613274992,-0.7913729684463342,SAFE,SAFE
validation_s6115_c04,-4.43186348596609,-3.3096386551159647,UNSAFE,UNSAFE
validation_s6115_c05,-6.848303537468363,-0.896226863733259,UNSAFE,UNSAFE
validation_s6115_c06,2.3113457748319517,1.46824316499474,SAFE,SAFE
validation_s6115_c07,-2.5814783289636853,-3.106308827031475,CAUTION,UNSAFE
validation_s6115_c08,-2.7821644746455587,4.762463696279636,SAFE,SAFE
validation_s6115_c09,5.290180963301532,0.023687797076612248,SAFE,SAFE
validation_s6115_c10,6.884911681953377,0.48749072078122596,SAFE,SAFE
validation_s6115_c11,-4.861582537091072,0.8509995394759725,CAUTION,CAUTION
validation_s6116_c00,-3.1396043221286876,-2.251659911193673,CAUTION,CAUTION
validation_s6116_c01,4.215158729797699,-1.9430529370406275,SAFE,SAFE
validation_s6116_c02,1.391913570491164,0.6109760121191627,SAFE,SAFE
validation_s6116_c03,0.7075857063912201,2.435408655025888,SAFE,SAFE
validation_s6116_c04,-2.4472226605417564,-1.623714039987414,SAFE,SAFE
validation_s6116_c05,-5.107939338426629,4.6884169175423915,SAFE,SAFE
validation_s6116_c06,-1.211341314952538,-1.876027351442741,UNSAFE,UNSAFE
validation_s6116_c07,-1.3526497901643535,2.76407552943205,SAFE,SAFE
validation_s6116_c08,6.241200558926293,0.17652012023471325,SAFE,SAFE
validation_s6116_c09,-0.30051065609711486,3.675120751762731,SAFE,SAFE
validation_s6116_c10,0.8137365495639215,1.0252898379371167,SAFE,CAUTION
validation_s6116_c11,-0.8110934485518383,-4.3404679102275345,CAUTION,CAUTION
validation_s6117_c00,4.039357538224761,0.6600777504751003,SAFE,SAFE
validation_s6117_c01,-3.0607379194796076,-4.164682690896235,UNSAFE,UNSAFE
validation_s6117_c02,-2.3290397526201745,-0.7613626409538782,CAUTION,CAUTION
validation_s6117_c03,2.0427927177049323,-0.3870312558428219,SAFE,SAFE
validation_s6117_c04,-5.275032905803815,-0.34575861456503426,CAUTION,CAUTION
validation_s6117_c05,-1.4620849750050084,-3.9442702126233105,UNSAFE,UNSAFE
validation_s6117_c06,4.446464864722478,0.8499109910404186,SAFE,SAFE
validation_s6117_c07,-2.9607530463877554,1.9231161670646995,SAFE,SAFE
validation_s6117_c08,0.4199256864202186,-3.2889810636155103,SAFE,CAUTION
validation_s6117_c09,6.514033747502377,-0.6729497604631669,SAFE,SAFE
validation_s6117_c10,-3.11380960044055,-2.207107659007236,UNSAFE,UNSAFE
validation_s6117_c11,5.030483694706862,0.6257177164991234,SAFE,SAFE
validation_s6118_c00,-2.248094666346717,3.0911095441026464,SAFE,SAFE
validation_s6118_c01,1.656021001428997,-0.21925376730278046,SAFE,SAFE
validation_s6118_c02,-2.7514809741894877,-2.666786262749648,CAUTION,CAUTION
validation_s6118_c03,-8.338455997090758,5.965925007951823,UNSAFE,UNSAFE
validation_s6118_c04,3.889781261560116,0.8648269184356439,SAFE,SAFE
validation_s6118_c05,-3.944756992091175,-0.3073267370546022,UNSAFE,UNSAFE
validation_s6118_c06,4.059417336204645,-1.8000862900556767,SAFE,SAFE
validation_s6118_c07,-0.06554255934976978,-3.437723245879703,CAUTION,CAUTION
validation_s6118_c08,1.3741777217261606,1.4544639315246124,SAFE,SAFE
validation_s6118_c09,2.200314711222123,1.8853993130238547,SAFE,SAFE
validation_s6118_c10,2.6830411785387938,1.092828327772453,SAFE,SAFE
validation_s6118_c11,-4.496995742704124,5.023197448920715,SAFE,SAFE
validation_s6119_c00,3.246378684533662,-2.2352218662597214,SAFE,SAFE
validation_s6119_c01,2.7725974450514284,2.940806549769596,SAFE,SAFE
validation_s6119_c02,2.2062475076723356,2.1000789641544206,SAFE,SAFE
validation_s6119_c03,-2.005724207163518,-2.4407020713991665,UNSAFE,UNSAFE
validation_s6119_c04,0.9884639719681516,-2.3637218176216885,SAFE,SAFE
validation_s6119_c05,-5.493239550679068,-3.36354396199083,UNSAFE,UNSAFE
validation_s6119_c06,-3.034838280535249,1.800871098570445,SAFE,CAUTION
validation_s6119_c07,-3.2600139751971917,-1.3766827551055325,CAUTION,UNSAFE
validation_s6119_c08,0.7201492319599868,-1.8522071531955742,SAFE,SAFE
validation_s6119_c09,5.367627240120901,2.2508108854432938,SAFE,SAFE
validation_s6119_c10,-2.81897967308939,2.675289876151564,SAFE,CAUTION
validation_s6119_c11,2.7492959724846986,0.4891501997353678,SAFE,SAFE
validation_s6120_c00,-3.398387872710569,-2.5679198204020075,CAUTION,UNSAFE
validation_s6120_c01,0.9838540127129392,0.4331522357385094,SAFE,CAUTION
validation_s6120_c02,2.2736008163553976,2.9352526499038856,SAFE,SAFE
validation_s6120_c03,2.0974654142440903,-2.262690965886033,SAFE,SAFE
validation_s6120_c04,-2.0755517560132857,0.7123327588559258,CAUTION,CAUTION
validation_s6120_c05,4.504768132700891,2.121925923168,SAFE,SAFE
validation_s6120_c06,2.1664866235256506,-1.7452066018916044,SAFE,SAFE
validation_s6120_c07,2.7894996365204547,1.3335602583157344,SAFE,SAFE
validation_s6120_c08,-0.5326813342402362,-4.109039590868134,SAFE,CAUTION
validation_s6120_c09,-0.4888891450151602,3.0867907527836875,SAFE,SAFE
validation_s6120_c10,-0.8544997747951835,-2.119748924017394,UNSAFE,UNSAFE
validation_s6120_c11,-6.382850313787674,6.2952269313896405,SAFE,UNSAFE
