case_index,damping_n_s_per_m,effective_mass_kg,reduced_order_boundary_severity,seed,stiffness_n_per_m,stratum,trial_id
24,2.8601606001686157,5.33485539423647,,14102,135.40377606812658,broad,exp0009_broad_s14102_c24
0,3.052868111528354,4.214997637242541,,14103,1574.2693620358868,broad,exp0009_broad_s14103_c00
1,17.20269862041074,2.7863226300601545,,14103,473.1822159352149,broad,exp0009_broad_s14103_c01
2,8.535871348856393,0.11378927582057205,,14103,427.3161800292461,broad,exp0009_broad_s14103_c02
3,42.86254658528605,1.0835668640465947,,14103,95.92579798636793,broad,exp0009_broad_s14103_c03
4,1.6698394804848555,1.4538832196819185,,14103,1982.484780402692,broad,exp0009_broad_s14103_c04
5,6.150717966969252,0.3407312499013459,,14103,172.69591979259872,broad,exp0009_broad_s14103_c05
6,0.9974117938684395,3.2139399873353236,,14103,886.3765139416583,broad,exp0009_broad_s14103_c06
7,2.3741893853618063,0.9143825939445335,,14103,1779.618879392503,broad,exp0009_broad_s14103_c07
8,10.315034694888874,2.0200521933012294,,14103,680.5785284012271,broad,exp0009_broad_s14103_c08
9,0.42878355688739217,0.16345518138004506,,14103,124.54482748180585,broad,exp0009_broad_s14103_c09
10,27.0705431497433,2.3049486280961293,,14103,332.73203871585224,broad,exp0009_broad_s14103_c10
11,4.12430847615596,4.963274439905139,,14103,1214.2879080272808,broad,exp0009_broad_s14103_c11
12,0.6717977521166807,0.25098853217800354,,14103,210.7072329841064,broad,exp0009_broad_s14103_c12
13,0.3505718770591036,1.6632593609467217,,14103,1426.4026544901833,broad,exp0009_broad_s14103_c13
14,23.133790035497313,0.4471056280127528,,14103,268.6649757791487,broad,exp0009_broad_s14103_c14
15,3.207242043907314,0.5770925652807529,,14103,606.1433906595215,broad,exp0009_broad_s14103_c15
16,4.9451072506017955,0.19713349922270318,,14103,139.26202083222327,broad,exp0009_broad_s14103_c16
17,1.4983663921499122,0.14168997834461056,,14103,2473.14111931013,broad,exp0009_broad_s14103_c17
18,34.84118602423188,0.42800417526603723,,14103,78.47390546899696,broad,exp0009_broad_s14103_c18
19,0.833642495631976,0.7648111408868948,,14103,232.1274671759163,broad,exp0009_broad_s14103_c19
20,58.674498120574725,0.6275257754252419,,14103,188.2526124306914,broad,exp0009_broad_s14103_c20
21,11.837591890224694,0.11976021035559406,,14103,1065.7757890711769,broad,exp0009_broad_s14103_c21
22,1.1015168086738794,5.6339569548120645,,14103,108.96432685340032,broad,exp0009_broad_s14103_c22
23,0.5635447868496811,0.28670873848234957,,14103,769.1479770206652,broad,exp0009_broad_s14103_c23
24,14.668563883139305,1.2315698259209162,,14103,372.2018878808766,broad,exp0009_broad_s14103_c24
0,42.58407540864384,2.584395961837723,,14104,474.822790200199,broad,exp0009_broad_s14104_c00
1,59.47409407380934,1.4384532621953938,,14104,735.5041651113518,broad,exp0009_broad_s14104_c01
2,1.9165301975398517,3.064898112634718,,14104,102.57907317634063,broad,exp0009_broad_s14104_c02
3,0.835843342863015,1.990448805703923,,14104,1271.2589719086018,broad,exp0009_broad_s14104_c03
4,5.701418284203026,1.1023643414133328,,14104,942.1241917612297,broad,exp0009_broad_s14104_c04
5,0.4905957388222425,0.21988874348842594,,14104,293.1321683903129,broad,exp0009_broad_s14104_c05
6,33.437291724085426,0.935091281741922,,14104,375.3158673609274,broad,exp0009_broad_s14104_c06
7,1.2854936704514226,3.1973635948162253,,14104,145.4517539860933,broad,exp0009_broad_s14104_c07
8,0.3205836528922351,0.2671707087917583,,14104,1869.023753944525,broad,exp0009_broad_s14104_c08
9,24.201204438543936,0.18937181565964015,,14104,168.3702447779296,broad,exp0009_broad_s14104_c09
10,14.65055875078856,0.37310145270673245,,14104,411.355867147108,broad,exp0009_broad_s14104_c10
11,11.606561599132705,1.3136803200333969,,14104,98.40584681640853,broad,exp0009_broad_s14104_c11
12,6.859496797770029,0.162283683290127,,14104,1151.4518200597674,broad,exp0009_broad_s14104_c12
13,27.004950439618536,0.4649611640876047,,14104,846.2434826931701,broad,exp0009_broad_s14104_c13
14,3.8511457422070987,1.8043259395674145,,14104,124.34180305735507,broad,exp0009_broad_s14104_c14
15,0.4340194259608053,4.637172745156425,,14104,326.645126710825,broad,exp0009_broad_s14104_c15
16,9.733776265983112,0.12427667393001693,,14104,187.53583945415727,broad,exp0009_broad_s14104_c16
17,2.824237989450598,0.810477910687189,,14104,228.01623466207855,broad,exp0009_broad_s14104_c17
18,1.5589393826932347,0.24038178360874118,,14104,2208.715174024626,broad,exp0009_broad_s14104_c18
19,0.5880805284718043,0.5434276587755544,,14104,241.75012249979306,broad,exp0009_broad_s14104_c19
20,19.006971839917075,0.6423661579291423,,14104,645.9948981612221,broad,exp0009_broad_s14104_c20
21,7.471179977664332,3.6715927367669106,,14104,77.78613205671896,broad,exp0009_broad_s14104_c21
22,2.086077711808339,5.31157245243813,,14104,595.070508725726,broad,exp0009_broad_s14104_c22
23,3.574869328296446,0.3172030560026804,,14104,1494.1324625037232,broad,exp0009_broad_s14104_c23
24,1.0014632941995354,0.11427665458933199,,14104,1923.8097315576767,broad,exp0009_broad_s14104_c24
0,19.33487530448481,0.9744087836235251,,14105,152.33366302710576,broad,exp0009_broad_s14105_c00
1,1.1928140276215828,1.537200570324184,,14105,690.2124980387899,broad,exp0009_broad_s14105_c01
2,9.58956168798891,1.3553410936456909,,14105,120.33404129984488,broad,exp0009_broad_s14105_c02
3,0.7640915241503555,5.155184263565402,,14105,179.81356784019516,broad,exp0009_broad_s14105_c03
4,43.25243385691652,0.1525785375562133,,14105,729.3003809603725,broad,exp0009_broad_s14105_c04
5,22.70702351255985,0.25455785776822154,,14105,78.51832634682853,broad,exp0009_broad_s14105_c05
6,1.0123552536742868,3.233285178583294,,14105,1436.5576443417983,broad,exp0009_broad_s14105_c06
7,0.4747961266898718,0.11161184283915893,,14105,830.4263266851639,broad,exp0009_broad_s14105_c07
8,11.978401874801134,2.9943058741472806,,14105,267.59427203587694,broad,exp0009_broad_s14105_c08
9,2.742633491335426,0.4368858468317333,,14105,254.3178195689898,broad,exp0009_broad_s14105_c09
10,0.3313531211888565,0.4275042577753067,,14105,1699.296815536061,broad,exp0009_broad_s14105_c10
11,0.5803302845280128,0.3441748917657905,,14105,413.1210664281738,broad,exp0009_broad_s14105_c11
12,1.861544213138161,0.56202379710855,,14105,1273.4628173262238,broad,exp0009_broad_s14105_c12
13,4.383832721638029,0.12470557473657778,,14105,92.9545891474868,broad,exp0009_broad_s14105_c13
14,28.256703191735937,2.2977148299309404,,14105,988.1187683000824,broad,exp0009_broad_s14105_c14
15,2.1291587708115394,4.95496568974309,,14105,1135.368239107027,broad,exp0009_broad_s14105_c15
16,15.722487728603765,1.1495341143323212,,14105,209.15277726490072,broad,exp0009_broad_s14105_c16
17,3.523585723027208,2.045084392251049,,14105,370.9700723257745,broad,exp0009_broad_s14105_c17
18,6.556314505434867,1.6890955547038324,,14105,107.50277517556837,broad,exp0009_broad_s14105_c18
19,32.00485454419178,0.22182702955640743,,14105,478.20955346347125,broad,exp0009_broad_s14105_c19
20,58.19600581630343,0.2890839531007771,,14105,2093.9155551659037,broad,exp0009_broad_s14105_c20
21,4.818724801072999,0.7022191948491747,,14105,329.89944977174946,broad,exp0009_broad_s14105_c21
22,0.4202596808399095,0.16720556707199485,,14105,141.42692645964635,broad,exp0009_broad_s14105_c22
23,1.4873912715104967,0.7334763915862558,,14105,2398.2925586875635,broad,exp0009_broad_s14105_c23
24,7.772146808210031,4.162747515072735,,14105,589.8191469435558,broad,exp0009_broad_s14105_c24
0,0.304528170022353,0.7435157346139407,,14106,84.59012349108909,broad,exp0009_broad_s14106_c00
1,1.4633984059357446,3.24293988064868,,14106,333.3591471092977,broad,exp0009_broad_s14106_c01
2,2.378006826528853,0.17006536513268689,,14106,597.0437592670764,broad,exp0009_broad_s14106_c02
3,10.591218151895532,0.2250067915726166,,14106,440.4326135734206,broad,exp0009_broad_s14106_c03
4,14.698824511101018,0.11768892922716022,,14106,852.476031942643,broad,exp0009_broad_s14106_c04
5,0.42150137222515355,0.692700932931668,,14106,710.3360732662771,broad,exp0009_broad_s14106_c05
6,6.5734549416245205,0.33493233972913933,,14106,1051.96995604801,broad,exp0009_broad_s14106_c06
7,0.931526612843657,1.2952158135545377,,14106,514.4305508743154,broad,exp0009_broad_s14106_c07
8,7.8808502970522545,0.25358947014189803,,14106,1243.4524892382058,broad,exp0009_broad_s14106_c08
9,34.039835760125094,4.041709132369685,,14106,396.19825920740317,broad,exp0009_broad_s14106_c09
10,0.46234965515747406,4.383691907060549,,14106,140.40326143065255,broad,exp0009_broad_s14106_c10
11,29.853387350604176,2.955787502932347,,14106,116.40697695498223,broad,exp0009_broad_s14106_c11
12,4.065683703786552,0.1583266544419577,,14106,219.74692858853348,broad,exp0009_broad_s14106_c12
13,44.93738248968412,1.4502923063349302,,14106,1141.3802563063434,broad,exp0009_broad_s14106_c13
14,52.302665244590436,0.9011699744423247,,14106,183.87366630005755,broad,exp0009_broad_s14106_c14
15,4.9129354235011515,0.3807529130026245,,14106,88.63403946218801,broad,exp0009_broad_s14106_c15
16,23.005597948806678,0.4918995324855011,,14106,151.91556365201305,broad,exp0009_broad_s14106_c16
17,3.2040431497983084,0.3141754997586553,,14106,234.02435205004625,broad,exp0009_broad_s14106_c17
18,18.395555024617995,1.8973350425868314,,14106,1601.8370115804425,broad,exp0009_broad_s14106_c18
19,0.727553242636137,5.616227452627013,,14106,105.82394177068545,broad,exp0009_broad_s14106_c19
20,11.064593178061092,0.5875310959332625,,14106,286.79826762026136,broad,exp0009_broad_s14106_c20
21,2.712996100434252,2.116383945582931,,14106,2051.7543415006476,broad,exp0009_broad_s14106_c21
22,1.987304968197758,0.1331090434635574,,14106,1786.7515981064637,broad,exp0009_broad_s14106_c22
23,0.5786344665375269,1.1631213761211359,,14106,2417.1213919510114,broad,exp0009_broad_s14106_c23
24,1.1422964572802643,2.4965217702309466,,14106,634.0745129548811,broad,exp0009_broad_s14106_c24
0,0.3337522618188528,0.3845769667152096,1.0212369859282198,14201,170.7380672089682,boundary,exp0009_boundary_s14201_c00
1,6.729686778366037,2.1475131326644616,1.0294759364497013,14201,213.81074228148387,boundary,exp0009_boundary_s14201_c01
2,28.877838425471296,0.41258593310810404,0.942733323377417,14201,176.79089353058464,boundary,exp0009_boundary_s14201_c02
3,5.354383820897387,1.1649863541484904,1.063048555256276,14201,186.73004771266602,boundary,exp0009_boundary_s14201_c03
4,3.6282557167723346,0.42460063236904894,1.0663280284816932,14201,163.26800216525206,boundary,exp0009_boundary_s14201_c04
5,1.9218090118709819,0.16538441723452377,0.932455127119857,14201,181.69686555303483,boundary,exp0009_boundary_s14201_c05
6,3.303517313812879,0.24392405885457782,0.9291723405339791,14201,183.81073477409976,boundary,exp0009_boundary_s14201_c06
7,4.549058568588148,0.40649732730904165,1.0771239486698272,14201,161.2734323331956,boundary,exp0009_boundary_s14201_c07
8,7.182705099927332,0.10028093781458747,1.0793921856393824,14201,154.41887655016401,boundary,exp0009_boundary_s14201_c08
9,38.445786248121664,1.167244100363667,1.0940436494578412,14201,152.33998744551,boundary,exp0009_boundary_s14201_c09
10,40.88004677600946,0.2841485514586973,1.102945027319153,14201,151.10984370841769,boundary,exp0009_boundary_s14201_c10
11,2.8294128320919314,0.4832229012961841,1.117255649924764,14201,157.13795786554155,boundary,exp0009_boundary_s14201_c11
12,13.262905470032143,1.4403449873790535,1.1234428077798961,14201,165.12885215615452,boundary,exp0009_boundary_s14201_c12
13,16.829044013904795,4.279129404422177,1.125470647430619,14201,191.03071142447658,boundary,exp0009_boundary_s14201_c13
14,22.184436095472993,1.1287652501813679,1.1515785160123797,14201,145.0579656025405,boundary,exp0009_boundary_s14201_c14
15,0.6624275501460744,0.1370182584794004,0.8638945487866095,14201,196.43975056751202,boundary,exp0009_boundary_s14201_c15
16,19.43610544263971,0.6556056375210573,0.8619708952720115,14201,193.64384959481674,boundary,exp0009_boundary_s14201_c16
17,0.3684887086966707,0.371626979671804,0.8470665016259217,14201,209.06854422698063,boundary,exp0009_boundary_s14201_c17
18,4.884917715627627,1.9332716647178951,0.8425068303066621,14201,255.71816901883324,boundary,exp0009_boundary_s14201_c18
19,26.40339616672302,0.7777497935394733,1.2050399442917832,14201,138.30800153395813,boundary,exp0009_boundary_s14201_c19
20,3.748847971558206,0.14377226533519558,0.8290942009194668,14201,203.21282146362972,boundary,exp0009_boundary_s14201_c20
21,40.061626922717345,0.10659679341415375,0.8284293848131593,14201,201.18389920456022,boundary,exp0009_boundary_s14201_c21
22,2.5300310419843615,0.32659126184369414,1.2072010469262666,14201,143.65728600791064,boundary,exp0009_boundary_s14201_c22
23,2.2173467183022515,0.16106210964032786,1.210688292018733,14201,140.54774516928936,boundary,exp0009_boundary_s14201_c23
24,0.7428921936568618,0.40060655519159327,0.8071294284047762,14201,218.17480273297883,boundary,exp0009_boundary_s14201_c24
25,0.634407274302463,0.3774057197435515,1.247105274788455,14201,136.4630678872061,boundary,exp0009_boundary_s14201_c25
26,6.166788104306233,0.7212481362937536,0.7954272905724071,14201,222.08299914649092,boundary,exp0009_boundary_s14201_c26
27,9.444368372817845,4.15494866587189,0.7749999999999999,14201,501.4318965883752,boundary,exp0009_boundary_s14201_c27
28,5.781298820660719,2.376127343675819,1.295460450776307,14201,179.93943721380765,boundary,exp0009_boundary_s14201_c28
29,0.9588731649706245,0.15170461954008638,1.3131844546816036,14201,129.78753392886165,boundary,exp0009_boundary_s14201_c29
0,12.593239796014066,2.8705063851241706,0.9869499780731618,14202,215.49091692747552,boundary,exp0009_boundary_s14202_c00
1,11.18865708119013,3.5137014409779566,1.0273755967402265,14202,219.99522996356936,boundary,exp0009_boundary_s14202_c01
2,25.566449278299892,3.9622944960657454,0.9679294185960522,14202,197.70327866682982,boundary,exp0009_boundary_s14202_c02
3,8.112190517643887,0.9067649930189627,0.9580971581822942,14202,190.53874052822727,boundary,exp0009_boundary_s14202_c03
4,5.816063017036825,0.20970365064759902,1.0568039442385686,14202,159.92040103482518,boundary,exp0009_boundary_s14202_c04
5,19.909397628725433,0.2924858467924407,1.0817493446245696,14202,154.0714283718164,boundary,exp0009_boundary_s14202_c05
6,3.559102831260314,0.15637918947290722,0.9194505366518144,14202,183.7033380839967,boundary,exp0009_boundary_s14202_c06
7,2.2132478583014774,0.46507088356063836,0.904850876005352,14202,191.34884112605977,boundary,exp0009_boundary_s14202_c07
8,6.8509640553808735,0.23657467629685439,0.9032932503409686,14202,186.90445544807343,boundary,exp0009_boundary_s14202_c08
9,9.688720403279472,0.9756573371207072,1.1112708425343893,14202,164.70235082532744,boundary,exp0009_boundary_s14202_c09
10,0.38408950542373355,0.17816967928413657,1.1261207308170438,14202,151.3913951981049,boundary,exp0009_boundary_s14202_c10
11,1.7204004130740223,0.651592933022049,0.8761458559390047,14202,200.05368365179467,boundary,exp0009_boundary_s14202_c11
12,52.522240375949515,5.675469510709123,0.8616158973832971,14202,196.33567085707492,boundary,exp0009_boundary_s14202_c12
13,6.284965123777906,0.39122088163017565,1.1795868409440156,14202,146.4297514597786,boundary,exp0009_boundary_s14202_c13
14,1.7057021222956514,1.6029046370903801,1.202,14202,333.78040447634686,boundary,exp0009_boundary_s14202_c14
15,1.458709186241222,0.16386779003636162,1.212616906541485,14202,140.54660604142336,boundary,exp0009_boundary_s14202_c15
16,8.357828485640612,1.3449469102302811,1.215379146723155,14202,162.50583323557268,boundary,exp0009_boundary_s14202_c16
17,42.7124157852539,0.14205845846497278,0.815344193265902,14202,204.4126168708248,boundary,exp0009_boundary_s14202_c17
18,1.19844375116687,0.2125142059459808,0.8109877002525362,14202,208.7203723734783,boundary,exp0009_boundary_s14202_c18
19,6.13079494915713,1.6737829419731463,1.239552325822922,14202,173.44444173571287,boundary,exp0009_boundary_s14202_c19
20,14.729015607451425,0.12281594902194781,0.8053989589007426,14202,206.93677937471267,boundary,exp0009_boundary_s14202_c20
21,3.4073270662315753,0.1715252600967038,1.2756621075305061,14202,133.24589807022056,boundary,exp0009_boundary_s14202_c21
22,49.44022865444038,0.3526385598382018,1.2856045723452567,14202,129.61740064300693,boundary,exp0009_boundary_s14202_c22
23,47.944179980622565,1.0597244361696212,1.297323381168276,14202,128.45636112145914,boundary,exp0009_boundary_s14202_c23
24,0.6401401257461524,0.16107181885449362,0.758258344078871,14202,224.1340392705298,boundary,exp0009_boundary_s14202_c24
25,2.808477615950914,1.902073690639886,0.756,14202,412.15093675042465,boundary,exp0009_boundary_s14202_c25
26,0.4333205140068292,0.343005807816916,0.7449251356259833,14202,235.2039368555183,boundary,exp0009_boundary_s14202_c26
27,0.6823177211832822,0.46050122388043285,1.3454869075983007,14202,132.21841606857086,boundary,exp0009_boundary_s14202_c27
28,7.751514393205257,2.453391081388321,1.358571380669359,14202,166.23970080912085,boundary,exp0009_boundary_s14202_c28
29,5.634815636682852,0.37604410442085884,1.3831618892089779,14202,125.53188903247121,boundary,exp0009_boundary_s14202_c29
0,2.020781164264441,1.367451968778604,0.99,14203,233.34371309115826,boundary,exp0009_boundary_s14203_c00
1,7.183323117935775,0.8540665639535105,1.0224993968929166,14203,179.30203388441518,boundary,exp0009_boundary_s14203_c01
2,22.80477211001011,1.438720594990012,1.0360380348227096,14203,163.57551613463139,boundary,exp0009_boundary_s14203_c02
3,1.1271072486457994,0.24800760072806552,1.0391797677127212,14203,166.84602044643336,boundary,exp0009_boundary_s14203_c03
4,0.3228010089332344,0.2512877153946967,1.0409537666791007,14203,168.61143833304988,boundary,exp0009_boundary_s14203_c04
5,0.9112623648904083,1.3303426254433184,0.9550000000000001,14203,353.0471534266498,boundary,exp0009_boundary_s14203_c05
6,16.708040064586456,0.6495686667077051,0.9513657755937474,14203,176.28541314641458,boundary,exp0009_boundary_s14203_c06
7,25.389068631194647,1.9095375392149547,1.0612811944724458,14203,160.69063676064533,boundary,exp0009_boundary_s14203_c07
8,17.572338381629237,0.1868037102034766,1.0663525980867405,14203,156.29601968963973,boundary,exp0009_boundary_s14203_c08
9,3.4186862447377218,0.106755380366089,0.9192754917003083,14203,182.81223502628055,boundary,exp0009_boundary_s14203_c09
10,21.937305947695734,0.31801074085889264,1.0955189050586005,14203,152.13490693279198,boundary,exp0009_boundary_s14203_c10
11,0.7409776701912051,0.21995496206648416,0.9122870572884973,14203,186.84523920320535,boundary,exp0009_boundary_s14203_c11
12,34.89683493344542,0.5708016637660797,0.9060824117247985,14203,183.94205996682769,boundary,exp0009_boundary_s14203_c12
13,6.239033537201729,1.580518882823049,0.9036295761628662,14203,226.5068146206668,boundary,exp0009_boundary_s14203_c13
14,3.5358842483920205,4.833830261236028,1.107,14203,964.3476511595956,boundary,exp0009_boundary_s14203_c14
15,40.60796627494014,3.9301862308007713,0.8965357628594013,14203,190.24927690118042,boundary,exp0009_boundary_s14203_c15
16,43.83214516763581,0.3865396493812711,1.1184471144388415,14203,149.01428614840427,boundary,exp0009_boundary_s14203_c16
17,3.9219627514357196,5.813972031694486,0.891,14203,1158.6312185355318,boundary,exp0009_boundary_s14203_c17
18,1.202378137986866,0.15782079008759262,1.1282554173311266,14203,150.40911546791168,boundary,exp0009_boundary_s14203_c18
19,5.0689116505019856,0.268494536383893,0.8706545046973408,14203,195.54617220611897,boundary,exp0009_boundary_s14203_c19
20,28.642521221881985,0.1982671952184154,0.8643710384948264,14203,192.81843007262063,boundary,exp0009_boundary_s14203_c20
21,23.230028032299067,0.1805723338805891,1.1922556377229154,14203,139.79104911340426,boundary,exp0009_boundary_s14203_c21
22,2.458788838609866,1.0188710602579567,1.198447353560255,14203,171.2094537561482,boundary,exp0009_boundary_s14203_c22
23,10.954390375099976,0.5585702367212302,0.829115326189857,14203,206.6522282069383,boundary,exp0009_boundary_s14203_c23
24,8.254152268732273,3.4353167034101473,0.8280000000000001,14203,358.24807922346116,boundary,exp0009_boundary_s14203_c24
25,2.543140857548535,0.13055953317996388,0.8260040348085419,14203,204.0793479750715,boundary,exp0009_boundary_s14203_c25
26,7.752650590727573,4.620267271760894,1.222,14203,434.7161952034648,boundary,exp0009_boundary_s14203_c26
27,0.5348659454761351,0.27839483469808873,1.2283445401311992,14203,143.04353209115368,boundary,exp0009_boundary_s14203_c27
28,2.943354033824662,0.2984951872113946,1.249760575162231,14203,138.5041808488139,boundary,exp0009_boundary_s14203_c28
29,9.110455747709192,0.1222866655660105,1.25002017138004,14203,133.3311817541825,boundary,exp0009_boundary_s14203_c29
